timestamp,sat_id,position_x,position_y,position_z
2025-04-15 02:56:09.109026+00:00,SAT_1,6699.218456615295,552.4855603444257,865.1860813121738
2025-04-15 02:56:39.109026+00:00,SAT_1,6710.435709677045,673.9895028837939,670.1536506160407
2025-04-15 02:57:09.109026+00:00,SAT_1,6713.920860062041,794.7168407040622,474.34903506337247
2025-04-15 02:57:39.109026+00:00,SAT_1,6709.669892004126,914.5284656739072,277.99785061378344
2025-04-15 02:58:09.109026+00:00,SAT_1,6697.6877036832275,1033.286324792574,81.32634301113951
2025-04-15 02:58:39.109026+00:00,SAT_1,6677.988101581428,1150.853579261492,-115.43887290817591
2025-04-15 02:59:09.109026+00:00,SAT_1,6650.593784574438,1267.0947621568564,-312.0710743323329
2025-04-15 02:59:39.109026+00:00,SAT_1,6615.536317776808,1381.8759345214523,-508.3436917155165
2025-04-15 03:00:09.109026+00:00,SAT_1,6572.85609617101,1495.0648396958763,-704.0305698427834
2025-04-15 03:00:39.109026+00:00,SAT_1,6522.6022980622965,1606.5310557113473,-898.9062284175388
2025-04-15 03:01:09.109026+00:00,SAT_1,6464.832828412983,1716.1461455684612,-1092.7461218712785
2025-04-15 03:01:39.109026+00:00,SAT_1,6399.614252121421,1823.7838052287973,-1285.326898096349
2025-04-15 03:02:09.109026+00:00,SAT_1,6327.021717322564,1929.3200091488013,-1476.4266558035094
2025-04-15 03:02:39.109026+00:00,SAT_1,6247.138868798498,2032.633153188273,-1665.825200207793
2025-04-15 03:03:09.109026+00:00,SAT_1,6160.057751598698,2133.604194728805,-1853.3042967480694
2025-04-15 03:03:39.109026+00:00,SAT_1,6065.87870498108,2232.116789840679,-2038.6479225478895
2025-04-15 03:04:09.109026+00:00,SAT_1,5964.710246796039,2328.0574273402226,-2221.6425153279674
2025-04-15 03:04:39.109026+00:00,SAT_1,5856.668948446714,2421.315559583123,-2402.0772194834076
2025-04-15 03:05:09.109026+00:00,SAT_1,5741.879300569531,2511.783729842998,-2579.744129042175
2025-04-15 03:05:39.109026+00:00,SAT_1,5620.473569589795,2599.357696128469,-2754.4385272248614
2025-04-15 03:06:09.109026+00:00,SAT_1,5492.591645317666,2683.936551296029,-2925.9591223296634
2025-04-15 03:06:39.109026+00:00,SAT_1,5358.3808797600395,2765.4228393203575,-3094.1082796708624
2025-04-15 03:07:09.109026+00:00,SAT_1,5217.995917334135,2843.722667588067,-3258.692249303473
2025-04-15 03:07:39.109026+00:00,SAT_1,5071.598516678399,2918.745815085508,-3419.5213892717074
2025-04-15 03:08:09.109026+00:00,SAT_1,4919.357364266022,2990.405836355985,-3576.4103841240217
2025-04-15 03:08:39.109026+00:00,SAT_1,4761.447880035891,3058.6201611065585,-3729.178458442909
2025-04-15 03:09:09.109026+00:00,SAT_1,4598.052015264872,3123.3101893497133,-3877.6495851434693
2025-04-15 03:09:39.109026+00:00,SAT_1,4429.358042914369,3184.4013819702313,-4021.652688300706
2025-04-15 03:10:09.109026+00:00,SAT_1,4255.560340692718,3241.823346612915,-4161.0218402718265
2025-04-15 03:10:39.109026+00:00,SAT_1,4076.859167083369,3295.509918792223,-4295.596452886468
2025-04-15 03:11:09.109026+00:00,SAT_1,3893.4604305969774,3345.3992381303146,-4425.221462484464
2025-04-15 03:11:39.109026+00:00,SAT_1,3705.575452513212,3391.433819635711,-4549.747508588037
2025-04-15 03:12:09.109026+00:00,SAT_1,3513.4207233857146,3433.5606199404,-4669.031106002478
2025-04-15 03:12:39.109026+00:00,SAT_1,3317.217653590763,3471.731098419076,-4782.934810147018
2025-04-15 03:13:09.109026+00:00,SAT_1,3117.192318207043,3505.901273120109,-4891.32737542543
2025-04-15 03:13:39.109026+00:00,SAT_1,2913.5751965205636,3536.0317714437597,-4994.083906453804
2025-04-15 03:14:09.109026+00:00,SAT_1,2706.6009064547707,3562.087875509278,-5091.086001971331
2025-04-15 03:14:39.109026+00:00,SAT_1,2496.5079342319423,3584.0395621586013,-5182.2218912682
2025-04-15 03:15:09.109026+00:00,SAT_1,2283.538359577332,3601.861537550547,-5267.386562973455
2025-04-15 03:15:39.109026+00:00,SAT_1,2067.937576782669,3615.533266305656,-5346.481886054398
2025-04-15 03:16:09.109026+00:00,SAT_1,1849.9540119505089,3625.0389951680936,-5419.416722888113
2025-04-15 03:16:39.109026+00:00,SAT_1,1629.8388367451118,3630.367771157343,-5486.107034274835
2025-04-15 03:17:09.109026+00:00,SAT_1,1407.8456789797908,3631.5134541887855,-5546.475976272159
2025-04-15 03:17:39.109026+00:00,SAT_1,1184.2303303741403,3628.4747241486134,-5600.453988738504
2025-04-15 03:18:09.109026+00:00,SAT_1,959.2504518178914,3621.2550824149325,-5647.978875483833
2025-04-15 03:18:39.109026+00:00,SAT_1,733.165276481065,3609.8628478232986,-5688.995875935219
2025-04-15 03:19:09.109026+00:00,SAT_1,506.23531111240686,3594.3111470813337,-5723.457728234761
2025-04-15 03:19:39.109026+00:00,SAT_1,278.7220358703713,3574.6178996434733,-5751.32472369707
2025-04-15 03:20:09.109026+00:00,SAT_1,50.88760303249221,3550.805797063265,-5772.564752563626
2025-04-15 03:20:39.109026+00:00,SAT_1,-177.0054650697257,3522.9022768470113,-5787.153341001257
2025-04-15 03:21:09.109026+00:00,SAT_1,-404.69457854224714,3490.939490838901,-5795.073679302134
2025-04-15 03:21:39.109026+00:00,SAT_1,-631.9173824978618,3454.95426817402,-5796.316641252753
2025-04-15 03:22:09.109026+00:00,SAT_1,-858.412059354717,3414.9880728419707,-5790.880794649627
2025-04-15 03:22:39.109026+00:00,SAT_1,-1083.9176305157434,3371.08695590997,-5778.772402949541
2025-04-15 03:23:09.109026+00:00,SAT_1,-1308.1742570813885,3323.301502460479,-5760.005418052479
2025-04-15 03:23:39.109026+00:00,SAT_1,-1530.9235392490762,3271.6867733045256,-5734.601464225541
2025-04-15 03:24:09.109026+00:00,SAT_1,-1751.908814054519,3216.302241537859,-5702.589813186379
2025-04-15 03:24:39.109026+00:00,SAT_1,-1970.8754511117393,3157.2117240130415,-5664.007350374831
2025-04-15 03:25:09.109026+00:00,SAT_1,-2187.571146011038,3094.4833078064585,-5618.898532451675
2025-04-15 03:25:39.109026+00:00,SAT_1,-2401.7462110368933,3028.189271764941,-5567.315336073399
2025-04-15 03:26:09.109026+00:00,SAT_1,-2613.1538628707176,2958.406003222445,-5509.317198002096
2025-04-15 03:26:39.109026+00:00,SAT_1,-2821.550506947066,2885.2139099827014,-5444.970946619413
2025-04-15 03:27:09.109026+00:00,SAT_1,-3026.696018135592,2808.6973276692875,-5374.350724923522
2025-04-15 03:27:39.109026+00:00,SAT_1,-3228.3540174253244,2728.9444225498696,-5297.537905097816
